Sigla,Código,Município,1998
PB,2510907,Paulista,-6.5938888889
PB,2511004,Pedra Branca,-7.4272222222
PB,2511103,Pedra Lavrada,-6.7577777778
PB,2511202,Pedras de Fogo,-7.4019444444
PB,2511301,Piancó,-7.1980555556
PB,2511400,Picuí,-6.5105555556
PB,2511509,Pilar,-7.2672222222
PB,2511608,Pilões,-6.7
PB,2511707,Pilõezinhos,-6.8566666667
PB,2511806,Pirpirituba,-6.78
PB,2511905,Pitimbu,-7.4705555556
PB,2512002,Pocinhos,-7.0766666667
PB,2512036,Poço Dantas,-6.4038888889
PB,2512077,Poço de José de Moura,-6.575
PB,2512101,Pombal,-6.7702777778
PB,2512200,Prata,-7.6908333333
PB,2512309,Princesa Isabel,-7.7366666667
PB,2512408,Puxinanã,-7.1611111111
PB,2512507,Queimadas,-7.3583333333
PB,2512606,Quixabá,-7.0313888889
PB,2512705,Remígio,-7.8208333333
PB,2512721,Pedro Régis,-6.6333333333
PB,2512747,Riachão,-6.5433333333
PB,2512754,Riachão do Bacamarte,-7.2480555556
PB,2512762,Riachão do Poço,-7.1522222222
PB,2512788,Riacho de Santo Antônio,-7.6927777778
PB,2512804,Riacho dos Cavalos,-6.4377777778
PB,2512903,Rio Tinto,-6.8030555556
PB,2513000,Salgadinho,-7.1027777778
PB,2513109,Salgado de São Félix,-7.3569444444
PB,2513158,Santa Cecília,-7.7394444444
PB,2513208,Santa Cruz,-6.5330555556
PB,2513307,Santa Helena,-6.7202777778
PB,2513356,Santa Inês,-7.6205555556
PB,2513406,Santa Luzia,-6.8722222222
PB,2513505,Santana de Mangueira,-7.555
PB,2513604,Santana dos Garrotes,-7.3838888889
PB,2513653,Santarém,-6.4897222222
PB,2513703,Santa Rita,-7.1138888889
PB,2513802,Santa Teresinha,-7.0388888889
PB,2513851,Santo André,-7.2183333333
PB,2513901,São Bento,-6.4861111111
PB,2513927,São Bentinho,-6.9011111111
PB,2513943,São Domingos do Cariri,-7.6361111111
PB,2513968,São Domingos de Pombal,-6.8144444444
PB,2513984,São Francisco,-6.6188888889
PB,2514008,São João do Cariri,-7.3908333333
PB,2514107,São João do Tigre,-8.0791666667
PB,2514206,São José da Lagoa Tapada,-6.9405555556
PB,2514305,São José de Caiana,-7.2486111111
PB,2514404,São José de Espinharas,-6.8472222222
PB,2514453,São José dos Ramos,-7.2511111111
PB,2514503,São José de Piranhas,-7.1205555556
PB,2514552,São José de Princesa,-7.7383333333
PB,2514602,São José do Bonfim,-7.1625
PB,2514651,São José do Brejo do Cruz,-6.2127777778
PB,2514701,São José do Sabugi,-6.7755555556
PB,2514800,São José dos Cordeiros,-7.3908333333
PB,2514909,São Mamede,-6.9266666667
PB,2515005,São Miguel de Taipu,-7.2497222222
PB,2515104,São Sebastião de Lagoa de Roça,-7.115
PB,2515203,São Sebastião do Umbuzeiro,-8.1522222222
PB,2515302,Sapé,-7.0963888889
PB,2515401,Seridó,-6.9341666667
PB,2515500,Serra Branca,-7.4833333333
PB,2515609,Serra da Raiz,-6.6866666667
PB,2515708,Serra Grande,-7.2152777778
PB,2515807,Serra Redonda,-7.1783333333
PB,2515906,Serraria,-6.8333333333
PB,2515930,Sertãozinho,-6.7513888889
PB,2515971,Sobrado,-7.1452777778
PB,2516003,Solânea,-6.755
PB,2516102,Soledade,-7.0572222222
PB,2516151,Sossêgo,-6.7694444444
PB,2516201,Sousa,-6.7591666667
PB,2516300,Sumé,-7.6716666667
PB,2516409,Campo de Santana,-6.4883333333
PB,2516508,Taperoá,-7.2075
PB,2516607,Tavares,-7.6358333333
PB,2516706,Teixeira,-7.2227777778
PB,2516755,Tenório,-6.9419444444
PB,2516805,Triunfo,-6.5786111111
PB,2516904,Uiraúna,-6.5183333333
PB,2517001,Umbuzeiro,-7.6955555556
PB,2517100,Várzea,-6.7719444444
PB,2517209,Vieirópolis,-6.5441666667
PB,2517407,Zabelê,-8.0755555556
PE,2600054,Abreu e Lima,-7.9116666667
PE,2600104,Afogados da Ingazeira,-7.7508333333
PE,2600203,Afrânio,-8.515
PE,2600302,Agrestina,-8.4580555556
PE,2600401,Água Preta,-8.7075
PE,2600500,Águas Belas,-9.1113888889
PE,2600609,Alagoinha,-8.4663888889
PE,2600708,Aliança,-7.6033333333
PE,2600807,Altinho,-8.4897222222
PE,2600906,Amaraji,-8.3830555556
PE,2601003,Angelim,-8.8902777778
PE,2601052,Araçoiaba,-7.7902777778
PE,2601102,Araripina,-7.5761111111
PE,2601201,Arcoverde,-8.4188888889
PE,2601300,Barra de Guabiraba,-8.42
PE,2601409,Barreiros,-8.8183333333
PE,2601508,Belém de Maria,-8.6255555556
PE,2601607,Belém de São Francisco,-8.7538888889
PE,2601706,Belo Jardim,-8.3355555556
PE,2601805,Betânia,-8.2747222222
PE,2601904,Bezerros,-8.2333333333
PE,2602001,Bodocó,-7.7783333333
PE,2602100,Bom Conselho,-9.1697222222
PE,2602209,Bom Jardim,-7.7958333333
PE,2602308,Bonito,-8.4702777778
PE,2602407,Brejão,-9.0302777778
PE,2602506,Brejinho,-7.3494444444
PE,2602605,Brejo da Madre de Deus,-8.1458333333
PE,2602704,Buenos Aires,-7.7255555556
PE,2602803,Buíque,-8.6230555556
PE,2602902,Cabo de Santo Agostinho,-8.2866666667
PE,2603009,Cabrobó,-8.5141666667
PE,2603108,Cachoeirinha,-8.4863888889
PE,2603207,Caetés,-8.7730555556
PE,2603306,Calçado,-8.7422222222
PE,2603405,Calumbi,-7.9413888889
PE,2603454,Camaragibe,-8.0216666667
PE,2603504,Camocim de São Félix,-8.3586111111
PE,2603603,Camutanga,-7.4069444444
PE,2603702,Canhotinho,-8.8822222222
PE,2603801,Capoeiras,-8.7347222222
PE,2603900,Carnaíba,-7.8052777778
PE,2603926,Carnaubeira da Penha,-8.3191666667
PE,2604007,Carpina,-7.8508333333
PE,2604106,Caruaru,-8.2833333333
PE,2604155,Casinhas,-7.7411111111
PE,2604205,Catende,-8.6666666667
PE,2604304,Cedro,-7.7216666667
PE,2604403,Chã de Alegria,-8.0011111111
PE,2604502,Chã Grande,-8.2383333333
PE,2604601,Condado,-7.5858333333
PE,2604700,Correntes,-9.1288888889
PE,2604809,Cortês,-8.4702777778
PE,2604908,Cumaru,-8.0061111111
PE,2605004,Cupira,-8.6166666667
PE,2605103,Custódia,-8.0875
PE,2605152,Dormentes,-8.4472222222
PE,2605202,Escada,-8.3591666667
PE,2605301,Exu,-7.5119444444
PE,2605400,Feira Nova,-7.9508333333
PE,2605459,Fernando de Noronha,-3.8402777778
PE,2605509,Ferreiros,-7.4475
PE,2605608,Flores,-7.8680555556
PE,2605707,Floresta,-8.6011111111
PE,2605806,Frei Miguelinho,-7.9397222222
PE,2605905,Gameleira,-8.5844444444
PE,2606002,Garanhuns,-8.8902777778
PE,2606101,Glória do Goitá,-8.0016666667
PE,2606200,Goiana,-7.5605555556
PE,2606309,Granito,-7.7161111111
PE,2606408,Gravatá,-8.2011111111
PE,2606507,Iati,-9.0458333333
PE,2606606,Ibimirim,-8.5405555556
PE,2606705,Ibirajuba,-8.5805555556
PE,2606804,Igarassu,-7.8341666667
PE,2606903,Iguaraci,-7.8352777778
PE,2607000,Inajá,-8.9016666667
PE,2607109,Ingazeira,-7.6761111111
PE,2607208,Ipojuca,-8.3988888889
PE,2607307,Ipubi,-7.6519444444
PE,2607406,Itacuruba,-8.7272222222
PE,2607505,Itaíba,-8.9475
PE,2607604,Itamaracá,-7.7477777778
PE,2607653,Itambé,-7.4102777778
PE,2607703,Itapetim,-7.3783333333
PE,2607752,Itapissuma,-7.7763888889
PE,2607802,Itaquitinga,-7.6677777778
PE,2607901,Jaboatão dos Guararapes,-8.1127777778
PE,2607950,Jaqueira,-8.7266666667
PE,2608008,Jataúba,-7.99
PE,2608057,Jatobá,-9.1830555556
PE,2608107,João Alfredo,-7.8558333333
PE,2608206,Joaquim Nabuco,-8.6244444444
PE,2608255,Jucati,-8.7063888889
PE,2608305,Jupi,-8.7116666667
PE,2608404,Jurema,-8.7180555556
PE,2608453,Lagoa do Carro,-7.8447222222
PE,2608503,Lagoa do Itaenga,-7.9361111111
PE,2608602,Lagoa do Ouro,-9.1275
PE,2608701,Lagoa dos Gatos,-8.6583333333
PE,2608750,Lagoa Grande,-8.9969444444
PE,2608800,Lajedo,-8.6636111111
PE,2608909,Limoeiro,-7.8747222222
PE,2609006,Macaparana,-7.5547222222
PE,2609105,Machados,-7.6822222222
PE,2609154,Manari,-8.9638888889
PE,2609204,Maraial,-8.7825
PE,2609303,Mirandiba,-8.1202777778
PE,2609402,Moreno,-8.1186111111
PE,2609501,Nazaré da Mata,-7.7416666667
PE,2609600,Olinda,-8.0088888889
PE,2609709,Orobó,-7.745
PE,2609808,Orocó,-8.5533333333
PE,2609907,Ouricuri,-7.8825
PE,2610004,Palmares,-8.6833333333
PE,2610103,Palmeirina,-9.0044444444
PE,2610202,Panelas,-8.6636111111
PE,2610301,Paranatama,-8.9208333333
PE,2610400,Parnamirim,-8.0905555556
PE,2610509,Passira,-7.995
PE,2610608,Paudalho,-7.8966666667
PE,2610707,Paulista,-7.9408333333
PE,2610806,Pedra,-8.4969444444
PE,2610905,Pesqueira,-8.3577777778
PE,2611002,Petrolândia,-8.9791666667
PE,2611101,Petrolina,-9.3986111111
PE,2611200,Poção,-8.1863888889
PE,2611309,Pombos,-8.1413888889
PE,2611408,Primavera,-8.3313888889
PE,2611507,Quipapá,-8.8277777778
PE,2611533,Quixaba,-7.7202777778
PE,2611606,Recife,-8.0538888889
PE,2611705,Riacho das Almas,-8.1338888889
PE,2611804,Ribeirão,-8.5144444444
PE,2611903,Rio Formoso,-8.6636111111
PE,2612000,Sairé,-8.3275
PE,2612109,Salgadinho,-7.9363888889
PE,2612208,Salgueiro,-8.0741666667
PE,2612307,Saloá,-8.9758333333
PE,2612406,Sanharó,-8.3605555556
PE,2612455,Santa Cruz,-8.24
PE,2612471,Santa Cruz da Baixa Verde,-7.8205555556
PE,2612505,Santa Cruz do Capibaribe,-7.9575
PE,2612554,Santa Filomena,-8.1625
PE,2612604,Santa Maria da Boa Vista,-8.8077777778
PE,2612703,Santa Maria do Cambucá,-7.8291666667
PE,2612802,Santa Terezinha,-7.3777777778
PE,2612901,São Benedito do Sul,-8.8083333333
PE,2613008,São Bento do Una,-8.5227777778
PE,2613107,São Caitano,-8.3258333333
PE,2613206,São João,-8.8755555556
PE,2613305,São Joaquim do Monte,-8.4325
PE,2613404,São José da Coroa Grande,-8.8977777778
PE,2613503,São José do Belmonte,-7.8613888889
PE,2613602,São José do Egito,-7.4788888889
PE,2613701,São Lourenço da Mata,-8.0022222222
PE,2613800,São Vicente Ferrer,-7.5911111111
PE,2613909,Serra Talhada,-7.9919444444
PE,2614006,Serrita,-7.9333333333
PE,2614105,Sertânia,-8.0736111111
PE,2614204,Sirinhaém,-8.5908333333
PE,2614303,Moreilândia,-7.6308333333
PE,2614402,Solidão,-7.6002777778
PE,2614501,Surubim,-7.8330555556
PE,2614600,Tabira,-7.5908333333
PE,2614709,Tacaimbó,-8.3161111111
PE,2614808,Tacaratu,-9.1052777778
PE,2614857,Tamandaré,-8.7597222222
PE,2615003,Taquaritinga do Norte,-7.9030555556
PE,2615102,Terezinha,-9.0561111111
PE,2615201,Terra Nova,-8.2297222222
PE,2615300,Timbaúba,-7.5052777778
PE,2615409,Toritama,-8.0066666667
PE,2615508,Tracunhaém,-7.8047222222
PE,2615607,Trindade,-7.7619444444
PE,2615706,Triunfo,-7.8380555556
PE,2615805,Tupanatinga,-8.7533333333
PE,2615904,Tuparetama,-7.6022222222
PE,2616001,Venturosa,-8.5747222222
PE,2616100,Verdejante,-7.9255555556
PE,2616183,Vertente do Lério,-7.7713888889
PE,2616209,Vertentes,-7.9027777778
PE,2616308,Vicência,-7.6569444444
PE,2616407,Vitória de Santo Antão,-8.1180555556
PE,2616506,Xexéu,-8.8022222222
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,-8.215
PI,2200103,Agricolândia,-5.7988888889
PI,2200202,Água Branca,-5.8922222222
PI,2200251,Alagoinha do Piauí,-7.0075
PI,2200277,Alegrete do Piauí,-7.2427777778
PI,2200301,Alto Longá,-5.2511111111
PI,2200400,Altos,-5.0380555556
PI,2200459,Alvorada do Gurguéia,-8.4244444444
PI,2200509,Amarante,-6.2411111111
PI,2200608,Angical do Piauí,-6.0855555556
PI,2200707,Anísio de Abreu,-9.1894444444
PI,2200806,Antônio Almeida,-7.2191666667
PI,2200905,Aroazes,-6.1188888889
PI,2200954,Aroeiras de Itaim,
PI,2201002,Arraial,-6.6547222222
PI,2201051,Assunção do Piauí,-5.8655555556
PI,2201101,Avelino Lopes,-10.1366666667
PI,2201150,Baixa Grande do Ribeiro,-7.8502777778
PI,2201176,Barra D'Alcântara,-6.5166666667
PI,2201200,Barras,-4.2444444444
PI,2201309,Barreiras do Piauí,-9.9252777778
PI,2201408,Barro Duro,-5.8169444444
PI,2201507,Batalha,-4.025
PI,2201556,Bela Vista do Piauí,-7.9888888889
PI,2201572,Belém do Piauí,-7.3761111111
PI,2201606,Beneditinos,-5.4558333333
PI,2201705,Bertolínia,-7.6411111111
PI,2201739,Betânia do Piauí,-8.1483333333
PI,2201770,Boa Hora,-4.4111111111
PI,2201804,Bocaina,-6.9425
PI,2201903,Bom Jesus,-9.0744444444
PI,2201919,Bom Princípio do Piauí,-3.1908333333
PI,2201929,Bonfim do Piauí,-9.1658333333
PI,2201945,Boqueirão do Piauí,-4.4866666667
PI,2201960,Brasileira,-4.1316666667
PI,2201988,Brejo do Piauí,-8.2138888889
PI,2202000,Buriti dos Lopes,-3.175
PI,2202026,Buriti dos Montes,-5.3119444444
PI,2202059,Cabeceiras do Piauí,-4.4763888889
PI,2202075,Cajazeiras do Piauí,-6.7661111111
PI,2202083,Cajueiro da Praia,-2.9277777778
PI,2202091,Caldeirão Grande do Piauí,-7.3319444444
PI,2202109,Campinas do Piauí,-7.6602777778
PI,2202117,Campo Alegre do Fidalgo,-8.3755555556
PI,2202133,Campo Grande do Piauí,-7.1316666667
PI,2202174,Campo Largo do Piauí,-3.8122222222
PI,2202208,Campo Maior,-4.8277777778
PI,2202251,Canavieira,-7.6880555556
PI,2202307,Canto do Buriti,-8.11
PI,2202406,Capitão de Campos,-4.4566666667
PI,2202455,Capitão Gervásio Oliveira,-8.4902777778
PI,2202505,Caracol,-9.2786111111
PI,2202539,Caraúbas do Piauí,-3.4758333333
PI,2202554,Caridade do Piauí,-7.7330555556
PI,2202604,Castelo do Piauí,-5.3222222222
PI,2202653,Caxingó,-3.4175
PI,2202703,Cocal,-3.4719444444
PI,2202711,Cocal de Telha,-4.5588888889
PI,2202729,Cocal dos Alves,-3.7286111111
PI,2202737,Coivaras,-5.0894444444
PI,2202752,Colônia do Gurguéia,-8.1819444444
PI,2202778,Colônia do Piauí,-7.2311111111
PI,2202802,Conceição do Canindé,-7.8777777778
PI,2202851,Coronel José Dias,-8.8163888889
PI,2202901,Corrente,-10.4433333333
PI,2203008,Cristalândia do Piauí,-10.6530555556
PI,2203107,Cristino Castro,-8.8177777778
PI,2203206,Curimatá,-10.0363888889
PI,2203230,Currais,-9.0069444444
PI,2203255,Curralinhos,-5.5833333333
PI,2203271,Curral Novo do Piauí,-7.8322222222
PI,2203305,Demerval Lobão,-5.3583333333
PI,2203354,Dirceu Arcoverde,-9.3380555556
PI,2203404,Dom Expedito Lopes,-6.9594444444
PI,2203420,Domingos Mourão,-4.2538888889
PI,2203453,Dom Inocêncio,-9.0022222222
PI,2203503,Elesbão Veloso,-6.2019444444
PI,2203602,Eliseu Martins,-8.0966666667
PI,2203701,Esperantina,-3.9016666667
PI,2203750,Fartura do Piauí,-9.0141666667
PI,2203800,Flores do Piauí,-7.7911111111
PI,2203859,Floresta do Piauí,-7.4688888889
PI,2203909,Floriano,-6.7669444444
PI,2204006,Francinópolis,-6.3958333333
PI,2204105,Francisco Ayres,-6.6230555556
PI,2204154,Francisco Macedo,-7.3305555556
PI,2204204,Francisco Santos,-6.9927777778
PI,2204303,Fronteiras,-7.0880555556
PI,2204352,Geminiano,-7.1577777778
PI,2204402,Gilbués,-9.8316666667
PI,2204501,Guadalupe,-6.7869444444
PI,2204550,Guaribas,-9.3983333333
PI,2204600,Hugo Napoleão,-5.9886111111
PI,2204659,Ilha Grande,-2.8583333333
PI,2204709,Inhuma,-6.6683333333
PI,2204808,Ipiranga do Piauí,-6.8283333333
PI,2204907,Isaías Coelho,-7.7377777778
PI,2205003,Itainópolis,-7.4469444444
PI,2205102,Itaueira,-7.6033333333
PI,2205151,Jacobina do Piauí,-7.9352777778
PI,2205201,Jaicós,-7.3591666667
PI,2205250,Jardim do Mulato,-6.0988888889
PI,2205276,Jatobá do Piauí,-4.7711111111
PI,2205300,Jerumenha,-7.0877777778
PI,2205359,João Costa,-8.5108333333
PI,2205409,Joaquim Pires,-3.5083333333
PI,2205458,Joca Marques,-3.4780555556
PI,2205508,José de Freitas,-4.7563888889
PI,2205516,Juazeiro do Piauí,-5.1722222222
PI,2205524,Júlio Borges,-10.3227777778
PI,2205532,Jurema,-9.2305555556
PI,2205540,Lagoinha do Piauí,-5.8311111111
PI,2205557,Lagoa Alegre,-4.5155555556
PI,2205565,Lagoa do Barro do Piauí,-8.4752777778
PI,2205573,Lagoa de São Francisco,-4.3916666667
PI,2205581,Lagoa do Piauí,-5.415
PI,2205599,Lagoa do Sítio,-6.5133333333
PI,2205607,Landri Sales,-7.2658333333
PI,2205706,Luís Correia,-2.8791666667
PI,2205805,Luzilândia,-3.4577777778
PI,2205854,Madeiro,-3.4827777778
PI,2205904,Manoel Emídio,-8.0127777778
PI,2205953,Marcolândia,-7.4425
PI,2206001,Marcos Parente,-7.1205555556
PI,2206050,Massapê do Piauí,-7.4627777778
PI,2206100,Matias Olímpio,-3.7158333333
PI,2206209,Miguel Alves,-4.1655555556
PI,2206308,Miguel Leão,-5.6805555556
PI,2206357,Milton Brandão,-4.6844444444
PI,2206407,Monsenhor Gil,-5.5641666667
PI,2206506,Monsenhor Hipólito,-6.9963888889
PI,2206605,Monte Alegre do Piauí,-9.7538888889
PI,2206654,Morro Cabeça no Tempo,-9.725
PI,2206670,Morro do Chapéu do Piauí,-3.7430555556
PI,2206696,Murici dos Portelas,-3.3188888889
PI,2206704,Nazaré do Piauí,-6.9733333333
PI,2206720,Nazária,
PI,2206753,Nossa Senhora de Nazaré,-4.6305555556
PI,2206803,Nossa Senhora dos Remédios,-3.9794444444
PI,2206902,Novo Oriente do Piauí,-6.4491666667
PI,2206951,Novo Santo Antônio,-5.2883333333
PI,2207009,Oeiras,-7.0252777778
PI,2207108,Olho D'Água do Piauí,-5.8413888889
PI,2207207,Padre Marcos,-7.355
PI,2207306,Paes Landim,-7.7777777778
PI,2207355,Pajeú do Piauí,-7.8561111111
PI,2207405,Palmeira do Piauí,-8.7269444444
PI,2207504,Palmeirais,-5.9777777778
PI,2207553,Paquetá,-7.1044444444
PI,2207603,Parnaguá,-10.2275
PI,2207702,Parnaíba,-2.9047222222
PI,2207751,Passagem Franca do Piauí,-5.8583333333
PI,2207777,Patos do Piauí,-7.6675
PI,2207793,Pau D'Arco do Piauí,
PI,2207801,Paulistana,-8.1436111111
PI,2207850,Pavussu,-7.9658333333
PI,2207900,Pedro II,-4.4247222222
PI,2207934,Pedro Laurentino,-8.0683333333
PI,2207959,Nova Santa Rita,-8.0872222222
PI,2208007,Picos,-7.0769444444
PI,2208106,Pimenteiras,-6.2452777778
PI,2208205,Pio IX,-6.8375
PI,2208304,Piracuruca,-3.9280555556
PI,2208403,Piripiri,-4.2733333333
PI,2208502,Porto,-3.8933333333
PI,2208551,Porto Alegre do Piauí,-6.9672222222
PI,2208601,Prata do Piauí,-5.6672222222
PI,2208650,Queimada Nova,-8.5794444444
PI,2208700,Redenção do Gurguéia,-9.4866666667
PI,2208809,Regeneração,-6.2377777778
PI,2208858,Riacho Frio,-10.1252777778
PI,2208874,Ribeira do Piauí,-7.6905555556
PI,2208908,Ribeiro Gonçalves,-7.5583333333
PI,2209005,Rio Grande do Piauí,-7.7752777778
PI,2209104,Santa Cruz do Piauí,-7.1852777778
PI,2209153,Santa Cruz dos Milagres,-5.8002777778
PI,2209203,Santa Filomena,-9.1122222222
PI,2209302,Santa Luz,-8.9538888889
PI,2209351,Santana do Piauí,-6.9477777778
PI,2209377,Santa Rosa do Piauí,-6.7991666667
PI,2209401,Santo Antônio de Lisboa,-6.9813888889
PI,2209450,Santo Antônio dos Milagres,-6.0469444444
PI,2209500,Santo Inácio do Piauí,-7.4297222222
PI,2209559,São Braz do Piauí,-9.2219444444
PI,2209609,São Félix do Piauí,-5.9325
PI,2209658,São Francisco de Assis do Piauí,-8.2377777778
PI,2209708,São Francisco do Piauí,-7.2513888889
PI,2209757,São Gonçalo do Gurguéia,-10.0302777778
PI,2209807,São Gonçalo do Piauí,-5.9933333333
PI,2209856,São João da Canabrava,-6.8166666667
PI,2209872,São João da Fronteira,-3.9555555556
PI,2209906,São João da Serra,-5.5141666667
PI,2209955,São João da Varjota,-6.4130555556
PI,2209971,São João do Arraial,-3.8188888889
PI,2210003,São João do Piauí,-8.3580555556
PI,2210052,São José do Divino,-3.8113888889
PI,2210102,São José do Peixe,-7.4936111111
PI,2210201,São José do Piauí,-6.8716666667
PI,2210300,São Julião,-7.0847222222
PI,2210359,São Lourenço do Piauí,-9.1691666667
PI,2210375,São Luis do Piauí,-6.825
PI,2210383,São Miguel da Baixa Grande,-5.8644444444
PI,2210391,São Miguel do Fidalgo,-7.5861111111
PI,2210409,São Miguel do Tapuio,-5.5036111111
PI,2210508,São Pedro do Piauí,-5.9294444444
PI,2210607,São Raimundo Nonato,-9.0152777778
PI,2210623,Sebastião Barros,-10.8172222222
PI,2210631,Sebastião Leal,-7.5655555556
PI,2210656,Sigefredo Pacheco,-4.9138888889
PI,2210706,Simões,-7.5988888889
PI,2210805,Simplício Mendes,-7.8538888889
PI,2210904,Socorro do Piauí,-7.8655555556
PI,2210938,Sussuapara,-7.0433333333
PI,2210953,Tamboril do Piauí,-8.4
PI,2210979,Tanque do Piauí,-6.6
PI,2211001,Teresina,-5.0891666667
PI,2211100,União,-4.5858333333
PI,2211209,Uruçuí,-7.2294444444
PI,2211308,Valença do Piauí,-6.4075
PI,2211357,Várzea Branca,-9.2388888889
PI,2211407,Várzea Grande,-6.5447222222
PI,2211506,Vera Mendes,-7.6033333333
PI,2211605,Vila Nova do Piauí,-7.1355555556
PI,2211704,Wall Ferraz,-7.2327777778
PR,4100103,Abatiá,-23.3036111111
PR,4100202,Adrianópolis,-24.6572222222
PR,4100301,Agudos do Sul,-25.9925
PR,4100400,Almirante Tamandaré,-25.3247222222
PR,4100459,Altamira do Paraná,-24.7975
PR,4100509,Altônia,-23.8744444444
PR,4100608,Alto Paraná,-23.1288888889
PR,4100707,Alto Piquiri,-24.0280555556
PR,4100806,Alvorada do Sul,-22.7802777778
PR,4100905,Amaporã,-23.0958333333
PR,4101002,Ampére,-25.915
PR,4101051,Anahy,-24.7169444444
PR,4101101,Andirá,-23.0505555556
PR,4101150,Ângulo,-23.1947222222
PR,4101200,Antonina,-25.4286111111
PR,4101309,Antônio Olinto,-25.9861111111
PR,4101408,Apucarana,-23.5508333333
PR,4101507,Arapongas,-23.4194444444
PR,4101606,Arapoti,-24.1577777778
PR,4101655,Arapuã,-24.3161111111
PR,4101705,Araruna,-23.9316666667
PR,4101804,Araucária,-25.5930555556
PR,4101853,Ariranha do Ivaí,-24.3863888889
PR,4101903,Assaí,-23.3733333333
PR,4102000,Assis Chateaubriand,-24.42
PR,4102109,Astorga,-23.2325
PR,4102208,Atalaia,-23.1511111111
PR,4102307,Balsa Nova,-25.5838888889
PR,4102406,Bandeirantes,-23.11
PR,4102505,Barbosa Ferraz,-24.03
PR,4102604,Barracão,-26.2541666667
PR,4102703,Barra do Jacaré,-23.115
PR,4102752,Bela Vista da Caroba,-25.8811111111
PR,4102802,Bela Vista do Paraíso,-22.9966666667
PR,4102901,Bituruna,-26.1613888889
PR,4103008,Boa Esperança,-24.2422222222
PR,4103024,Boa Esperança do Iguaçu,-25.6358333333
PR,4103040,Boa Ventura de São Roque,-24.8688888889
PR,4103057,Boa Vista da Aparecida,-25.4355555556
PR,4103107,Bocaiúva do Sul,-25.2061111111
PR,4103156,Bom Jesus do Sul,-26.1927777778
PR,4103206,Bom Sucesso,-23.7097222222
PR,4103222,Bom Sucesso do Sul,-26.0758333333
PR,4103305,Borrazópolis,-23.9411111111
PR,4103354,Braganey,-24.8163888889
PR,4103370,Brasilândia do Sul,-24.1969444444
PR,4103404,Cafeara,-22.7925
PR,4103453,Cafelândia,-24.6177777778
PR,4103479,Cafezal do Sul,-23.9022222222
PR,4103503,Califórnia,-23.65
PR,4103602,Cambará,-23.0463888889
PR,4103701,Cambé,-23.2758333333
PR,4103800,Cambira,-23.5827777778
PR,4103909,Campina da Lagoa,-24.5916666667
PR,4103958,Campina do Simão,-25.0794444444
PR,4104006,Campina Grande do Sul,-25.3055555556
PR,4104055,Campo Bonito,-25.0311111111
PR,4104105,Campo do Tenente,-25.9780555556
PR,4104204,Campo Largo,-25.4586111111
PR,4104253,Campo Magro,-25.3686111111
PR,4104303,Campo Mourão,-24.0455555556
PR,4104402,Cândido de Abreu,-24.5669444444
PR,4104428,Candói,-25.5722222222
PR,4104451,Cantagalo,-25.3744444444
PR,4104501,Capanema,-25.6719444444
PR,4104600,Capitão Leônidas Marques,-25.4791666667
PR,4104659,Carambeí,-24.9177777778
PR,4104709,Carlópolis,-23.425
PR,4104808,Cascavel,-24.9558333333
PR,4104907,Castro,-24.7911111111
PR,4105003,Catanduvas,-25.2030555556
PR,4105102,Centenário do Sul,-22.8211111111
PR,4105201,Cerro Azul,-24.8236111111
PR,4105300,Céu Azul,-25.1466666667
PR,4105409,Chopinzinho,-25.8558333333
PR,4105508,Cianorte,-23.6633333333
PR,4105607,Cidade Gaúcha,-23.3802777778
PR,4105706,Clevelândia,-26.3958333333
PR,4105805,Colombo,-25.2916666667
PR,4105904,Colorado,-22.8375
PR,4106001,Congonhinhas,-23.5511111111
PR,4106100,Conselheiro Mairinck,-23.6297222222
PR,4106209,Contenda,-25.6755555556
PR,4106308,Corbélia,-24.7988888889
PR,4106407,Cornélio Procópio,-23.1811111111
PR,4106456,Coronel Domingos Soares,-26.2277777778
PR,4106506,Coronel Vivida,-25.9797222222
PR,4106555,Corumbataí do Sul,-24.1011111111
PR,4106571,Cruzeiro do Iguaçu,-25.6155555556
PR,4106605,Cruzeiro do Oeste,-23.785
PR,4106704,Cruzeiro do Sul,-22.9619444444
PR,4106803,Cruz Machado,-26.0175
PR,4106852,Cruzmaltina,-24.0133333333
PR,4106902,Curitiba,-25.4277777778
PR,4107009,Curiúva,-24.0325
PR,4107108,Diamante do Norte,-22.6563888889
PR,4107124,Diamante do Sul,-25.0430555556
PR,4107157,Diamante D'Oeste,-24.9427777778
PR,4107207,Dois Vizinhos,-25.7336111111
PR,4107256,Douradina,-23.3808333333
PR,4107306,Doutor Camargo,-23.5558333333
PR,4107405,Enéas Marques,-25.9422222222
PR,4107504,Engenheiro Beltrão,-23.7972222222
PR,4107520,Esperança Nova,-23.7238888889
PR,4107538,Entre Rios do Oeste,-24.7044444444
PR,4107546,Espigão Alto do Iguaçu,-25.4244444444
PR,4107553,Farol,-24.0997222222
PR,4107603,Faxinal,-24.0002777778
PR,4107652,Fazenda Rio Grande,-25.6575
PR,4107702,Fênix,-23.9161111111
PR,4107736,Fernandes Pinheiro,-25.4133333333
PR,4107751,Figueira,-23.8491666667
PR,4107801,Floraí,-23.3169444444
