Sigla,Código,Município,1998
PB,2517001,Umbuzeiro,35.6636111111
PB,2517100,Várzea,36.9919444444
PB,2517209,Vieirópolis,38.2777777778
PB,2517407,Zabelê,37.0983333333
PE,2600054,Abreu e Lima,34.9027777778
PE,2600104,Afogados da Ingazeira,37.6391666667
PE,2600203,Afrânio,41.005
PE,2600302,Agrestina,35.9447222222
PE,2600401,Água Preta,35.5305555556
PE,2600500,Águas Belas,37.1230555556
PE,2600609,Alagoinha,36.7758333333
PE,2600708,Aliança,35.2308333333
PE,2600807,Altinho,36.0594444444
PE,2600906,Amaraji,35.4525
PE,2601003,Angelim,36.2858333333
PE,2601052,Araçoiaba,35.0908333333
PE,2601102,Araripina,40.4983333333
PE,2601201,Arcoverde,37.0538888889
PE,2601300,Barra de Guabiraba,35.6580555556
PE,2601409,Barreiros,35.1863888889
PE,2601508,Belém de Maria,35.83
PE,2601607,Belém de São Francisco,38.9658333333
PE,2601706,Belo Jardim,36.4241666667
PE,2601805,Betânia,38.0341666667
PE,2601904,Bezerros,35.7969444444
PE,2602001,Bodocó,39.9411111111
PE,2602100,Bom Conselho,36.6797222222
PE,2602209,Bom Jardim,35.5872222222
PE,2602308,Bonito,35.7286111111
PE,2602407,Brejão,36.5686111111
PE,2602506,Brejinho,37.2861111111
PE,2602605,Brejo da Madre de Deus,36.3711111111
PE,2602704,Buenos Aires,35.3272222222
PE,2602803,Buíque,37.1558333333
PE,2602902,Cabo de Santo Agostinho,35.035
PE,2603009,Cabrobó,39.31
PE,2603108,Cachoeirinha,36.2330555556
PE,2603207,Caetés,36.6225
PE,2603306,Calçado,36.3338888889
PE,2603405,Calumbi,38.15
PE,2603454,Camaragibe,34.9811111111
PE,2603504,Camocim de São Félix,35.7619444444
PE,2603603,Camutanga,35.2744444444
PE,2603702,Canhotinho,36.1911111111
PE,2603801,Capoeiras,36.6266666667
PE,2603900,Carnaíba,37.7938888889
PE,2603926,Carnaubeira da Penha,38.7447222222
PE,2604007,Carpina,35.2547222222
PE,2604106,Caruaru,35.9761111111
PE,2604155,Casinhas,35.7211111111
PE,2604205,Catende,35.7166666667
PE,2604304,Cedro,39.2388888889
PE,2604403,Chã de Alegria,35.2127777778
PE,2604502,Chã Grande,35.4616666667
PE,2604601,Condado,35.1058333333
PE,2604700,Correntes,36.3302777778
PE,2604809,Cortês,35.5411111111
PE,2604908,Cumaru,35.6972222222
PE,2605004,Cupira,35.95
PE,2605103,Custódia,37.6430555556
PE,2605152,Dormentes,40.7711111111
PE,2605202,Escada,35.2236111111
PE,2605301,Exu,39.7241666667
PE,2605400,Feira Nova,35.3891666667
PE,2605459,Fernando de Noronha,32.4108333333
PE,2605509,Ferreiros,35.2441666667
PE,2605608,Flores,37.9747222222
PE,2605707,Floresta,38.5686111111
PE,2605806,Frei Miguelinho,35.9122222222
PE,2605905,Gameleira,35.3866666667
PE,2606002,Garanhuns,36.4927777778
PE,2606101,Glória do Goitá,35.2927777778
PE,2606200,Goiana,35.0025
PE,2606309,Granito,39.6147222222
PE,2606408,Gravatá,35.5647222222
PE,2606507,Iati,36.8461111111
PE,2606606,Ibimirim,37.6902777778
PE,2606705,Ibirajuba,36.1794444444
PE,2606804,Igarassu,34.9063888889
PE,2606903,Iguaraci,37.5152777778
PE,2607000,Inajá,37.8238888889
PE,2607109,Ingazeira,37.4597222222
PE,2607208,Ipojuca,35.0638888889
PE,2607307,Ipubi,40.1488888889
PE,2607406,Itacuruba,38.6833333333
PE,2607505,Itaíba,37.4227777778
PE,2607604,Itamaracá,34.8255555556
PE,2607653,Itambé,35.1127777778
PE,2607703,Itapetim,37.1902777778
PE,2607752,Itapissuma,34.8922222222
PE,2607802,Itaquitinga,35.1016666667
PE,2607901,Jaboatão dos Guararapes,35.0147222222
PE,2607950,Jaqueira,35.7933333333
PE,2608008,Jataúba,36.4963888889
PE,2608057,Jatobá,38.2688888889
PE,2608107,João Alfredo,35.5883333333
PE,2608206,Joaquim Nabuco,35.5333333333
PE,2608255,Jucati,36.4888888889
PE,2608305,Jupi,36.415
PE,2608404,Jurema,36.1358333333
PE,2608453,Lagoa do Carro,35.3197222222
PE,2608503,Lagoa do Itaenga,35.2902777778
PE,2608602,Lagoa do Ouro,36.4583333333
PE,2608701,Lagoa dos Gatos,35.9
PE,2608750,Lagoa Grande,40.2719444444
PE,2608800,Lajedo,36.32
PE,2608909,Limoeiro,35.4502777778
PE,2609006,Macaparana,35.4530555556
PE,2609105,Machados,35.5227777778
PE,2609154,Manari,37.6283333333
PE,2609204,Maraial,35.8088888889
PE,2609303,Mirandiba,38.7294444444
PE,2609402,Moreno,35.0922222222
PE,2609501,Nazaré da Mata,35.2277777778
PE,2609600,Olinda,34.8552777778
PE,2609709,Orobó,35.6022222222
PE,2609808,Orocó,39.4633333333
PE,2609907,Ouricuri,40.0816666667
PE,2610004,Palmares,35.5916666667
PE,2610103,Palmeirina,36.3258333333
PE,2610202,Panelas,36.0058333333
PE,2610301,Paranatama,36.6580555556
PE,2610400,Parnamirim,39.5783333333
PE,2610509,Passira,35.5805555556
PE,2610608,Paudalho,35.1797222222
PE,2610707,Paulista,34.8730555556
PE,2610806,Pedra,36.9408333333
PE,2610905,Pesqueira,36.6963888889
PE,2611002,Petrolândia,38.2194444444
PE,2611101,Petrolina,40.5008333333
PE,2611200,Poção,36.705
PE,2611309,Pombos,35.3958333333
PE,2611408,Primavera,35.3541666667
PE,2611507,Quipapá,36.0116666667
PE,2611533,Quixaba,37.8483333333
PE,2611606,Recife,34.8811111111
PE,2611705,Riacho das Almas,35.8563888889
PE,2611804,Ribeirão,35.3777777778
PE,2611903,Rio Formoso,35.1586111111
PE,2612000,Sairé,35.7055555556
PE,2612109,Salgadinho,35.6327777778
PE,2612208,Salgueiro,39.1191666667
PE,2612307,Saloá,36.6875
PE,2612406,Sanharó,36.5655555556
PE,2612455,Santa Cruz,40.3347222222
PE,2612471,Santa Cruz da Baixa Verde,38.1527777778
PE,2612505,Santa Cruz do Capibaribe,36.2047222222
PE,2612554,Santa Filomena,40.6155555556
PE,2612604,Santa Maria da Boa Vista,39.8255555556
PE,2612703,Santa Maria do Cambucá,35.8805555556
PE,2612802,Santa Terezinha,37.48
PE,2612901,São Benedito do Sul,35.9516666667
PE,2613008,São Bento do Una,36.4444444444
PE,2613107,São Caitano,36.1427777778
PE,2613206,São João,36.3666666667
PE,2613305,São Joaquim do Monte,35.8044444444
PE,2613404,São José da Coroa Grande,35.1477777778
PE,2613503,São José do Belmonte,38.7597222222
PE,2613602,São José do Egito,37.2744444444
PE,2613701,São Lourenço da Mata,35.0183333333
PE,2613800,São Vicente Ferrer,35.4913888889
PE,2613909,Serra Talhada,38.2983333333
PE,2614006,Serrita,39.2958333333
PE,2614105,Sertânia,37.2644444444
PE,2614204,Sirinhaém,35.1161111111
PE,2614303,Moreilândia,39.5511111111
PE,2614402,Solidão,37.6519444444
PE,2614501,Surubim,35.7547222222
PE,2614600,Tabira,37.5394444444
PE,2614709,Tacaimbó,36.2933333333
PE,2614808,Tacaratu,38.1491666667
PE,2614857,Tamandaré,35.1047222222
PE,2615003,Taquaritinga do Norte,36.0441666667
PE,2615102,Terezinha,36.6227777778
PE,2615201,Terra Nova,39.3755555556
PE,2615300,Timbaúba,35.3183333333
PE,2615409,Toritama,36.0566666667
PE,2615508,Tracunhaém,35.24
PE,2615607,Trindade,40.2677777778
PE,2615706,Triunfo,38.1016666667
PE,2615805,Tupanatinga,37.3397222222
PE,2615904,Tuparetama,37.3113888889
PE,2616001,Venturosa,36.8741666667
PE,2616100,Verdejante,38.9716666667
PE,2616183,Vertente do Lério,35.85
PE,2616209,Vertentes,35.9883333333
PE,2616308,Vicência,35.3266666667
PE,2616407,Vitória de Santo Antão,35.2913888889
PE,2616506,Xexéu,35.6269444444
PE,2699919,Muribeca,
PE,2699929,Nossa Senhora do Ó de Goyanna,
PE,2699939,Cimbres,
PI,2200053,Acauã,41.0816666667
PI,2200103,Agricolândia,42.6688888889
PI,2200202,Água Branca,42.6361111111
PI,2200251,Alagoinha do Piauí,40.9388888889
PI,2200277,Alegrete do Piauí,40.8575
PI,2200301,Alto Longá,42.2102777778
PI,2200400,Altos,42.46
PI,2200459,Alvorada do Gurguéia,43.7772222222
PI,2200509,Amarante,42.8547222222
PI,2200608,Angical do Piauí,42.7391666667
PI,2200707,Anísio de Abreu,43.0458333333
PI,2200806,Antônio Almeida,44.1975
PI,2200905,Aroazes,41.7930555556
PI,2200954,Aroeiras de Itaim,
PI,2201002,Arraial,42.5316666667
PI,2201051,Assunção do Piauí,41.0394444444
PI,2201101,Avelino Lopes,43.9486111111
PI,2201150,Baixa Grande do Ribeiro,45.2136111111
PI,2201176,Barra D'Alcântara,42.1144444444
PI,2201200,Barras,42.2944444444
PI,2201309,Barreiras do Piauí,45.475
PI,2201408,Barro Duro,42.5130555556
PI,2201507,Batalha,42.075
PI,2201556,Bela Vista do Piauí,41.8683333333
PI,2201572,Belém do Piauí,40.9716666667
PI,2201606,Beneditinos,42.3602777778
PI,2201705,Bertolínia,43.9513888889
PI,2201739,Betânia do Piauí,40.7955555556
PI,2201770,Boa Hora,42.0861111111
PI,2201804,Bocaina,41.3225
PI,2201903,Bom Jesus,44.3586111111
PI,2201919,Bom Princípio do Piauí,41.6441666667
PI,2201929,Bonfim do Piauí,42.8741666667
PI,2201945,Boqueirão do Piauí,42.0738888889
PI,2201960,Brasileira,41.7811111111
PI,2201988,Brejo do Piauí,42.8255555556
PI,2202000,Buriti dos Lopes,41.8669444444
PI,2202026,Buriti dos Montes,41.0972222222
PI,2202059,Cabeceiras do Piauí,42.3091666667
PI,2202075,Cajazeiras do Piauí,42.3916666667
PI,2202083,Cajueiro da Praia,41.3361111111
PI,2202091,Caldeirão Grande do Piauí,40.6372222222
PI,2202109,Campinas do Piauí,41.8816666667
PI,2202117,Campo Alegre do Fidalgo,41.8355555556
PI,2202133,Campo Grande do Piauí,41.0361111111
PI,2202174,Campo Largo do Piauí,42.6286111111
PI,2202208,Campo Maior,42.1686111111
PI,2202251,Canavieira,43.7205555556
PI,2202307,Canto do Buriti,42.9444444444
PI,2202406,Capitão de Campos,41.9425
PI,2202455,Capitão Gervásio Oliveira,41.8197222222
PI,2202505,Caracol,43.33
PI,2202539,Caraúbas do Piauí,41.8430555556
PI,2202554,Caridade do Piauí,40.9897222222
PI,2202604,Castelo do Piauí,41.5525
PI,2202653,Caxingó,41.8961111111
PI,2202703,Cocal,41.5575
PI,2202711,Cocal de Telha,41.9722222222
PI,2202729,Cocal dos Alves,41.4488888889
PI,2202737,Coivaras,42.2033333333
PI,2202752,Colônia do Gurguéia,43.7919444444
PI,2202778,Colônia do Piauí,42.1780555556
PI,2202802,Conceição do Canindé,41.5969444444
PI,2202851,Coronel José Dias,42.5125
PI,2202901,Corrente,45.1622222222
PI,2203008,Cristalândia do Piauí,45.185
PI,2203107,Cristino Castro,44.2241666667
PI,2203206,Curimatá,44.3061111111
PI,2203230,Currais,44.4108333333
PI,2203255,Curralinhos,42.7777777778
PI,2203271,Curral Novo do Piauí,40.9011111111
PI,2203305,Demerval Lobão,42.6763888889
PI,2203354,Dirceu Arcoverde,42.4277777778
PI,2203404,Dom Expedito Lopes,41.6411111111
PI,2203420,Domingos Mourão,41.2702777778
PI,2203453,Dom Inocêncio,41.9736111111
PI,2203503,Elesbão Veloso,42.1402777778
PI,2203602,Eliseu Martins,43.6636111111
PI,2203701,Esperantina,42.2336111111
PI,2203750,Fartura do Piauí,42.6863888889
PI,2203800,Flores do Piauí,42.9272222222
PI,2203859,Floresta do Piauí,41.7938888889
PI,2203909,Floriano,43.0225
PI,2204006,Francinópolis,42.2619444444
PI,2204105,Francisco Ayres,42.6927777778
PI,2204154,Francisco Macedo,40.7883333333
PI,2204204,Francisco Santos,41.1377777778
PI,2204303,Fronteiras,40.6163888889
PI,2204352,Geminiano,41.3611111111
PI,2204402,Gilbués,45.3438888889
PI,2204501,Guadalupe,43.5691666667
PI,2204550,Guaribas,43.6866666667
PI,2204600,Hugo Napoleão,42.5561111111
PI,2204659,Ilha Grande,41.8213888889
PI,2204709,Inhuma,41.7077777778
PI,2204808,Ipiranga do Piauí,41.7405555556
PI,2204907,Isaías Coelho,41.6761111111
PI,2205003,Itainópolis,41.4783333333
PI,2205102,Itaueira,43.0255555556
PI,2205151,Jacobina do Piauí,41.21
PI,2205201,Jaicós,41.1377777778
PI,2205250,Jardim do Mulato,42.6302777778
PI,2205276,Jatobá do Piauí,41.8177777778
PI,2205300,Jerumenha,43.5097222222
PI,2205359,João Costa,42.4136111111
PI,2205409,Joaquim Pires,42.1977777778
PI,2205458,Joca Marques,42.4283333333
PI,2205508,José de Freitas,42.5755555556
PI,2205516,Juazeiro do Piauí,41.7033333333
PI,2205524,Júlio Borges,44.2383333333
PI,2205532,Jurema,43.1277777778
PI,2205540,Lagoinha do Piauí,42.6233333333
PI,2205557,Lagoa Alegre,42.6247222222
PI,2205565,Lagoa do Barro do Piauí,41.5283333333
PI,2205573,Lagoa de São Francisco,41.6011111111
PI,2205581,Lagoa do Piauí,42.6433333333
PI,2205599,Lagoa do Sítio,41.5841666667
PI,2205607,Landri Sales,43.9302777778
PI,2205706,Luís Correia,41.6669444444
PI,2205805,Luzilândia,42.3702777778
PI,2205854,Madeiro,42.5044444444
PI,2205904,Manoel Emídio,43.8716666667
PI,2205953,Marcolândia,40.6611111111
PI,2206001,Marcos Parente,43.8944444444
PI,2206050,Massapê do Piauí,41.1255555556
PI,2206100,Matias Olímpio,42.5555555556
PI,2206209,Miguel Alves,42.8952777778
PI,2206308,Miguel Leão,42.7386111111
PI,2206357,Milton Brandão,41.4222222222
PI,2206407,Monsenhor Gil,42.6077777778
PI,2206506,Monsenhor Hipólito,41.0297222222
PI,2206605,Monte Alegre do Piauí,45.3038888889
PI,2206654,Morro Cabeça no Tempo,43.9005555556
PI,2206670,Morro do Chapéu do Piauí,42.3119444444
PI,2206696,Murici dos Portelas,42.0938888889
PI,2206704,Nazaré do Piauí,42.6719444444
PI,2206720,Nazária,
PI,2206753,Nossa Senhora de Nazaré,42.1727777778
PI,2206803,Nossa Senhora dos Remédios,42.6205555556
PI,2206902,Novo Oriente do Piauí,41.9386111111
PI,2206951,Novo Santo Antônio,41.9333333333
PI,2207009,Oeiras,42.1311111111
PI,2207108,Olho D'Água do Piauí,42.575
PI,2207207,Padre Marcos,40.9044444444
PI,2207306,Paes Landim,42.2555555556
PI,2207355,Pajeú do Piauí,42.8219444444
PI,2207405,Palmeira do Piauí,44.2355555556
PI,2207504,Palmeirais,43.0633333333
PI,2207553,Paquetá,41.7038888889
PI,2207603,Parnaguá,44.6391666667
PI,2207702,Parnaíba,41.7766666667
PI,2207751,Passagem Franca do Piauí,42.4397222222
PI,2207777,Patos do Piauí,41.2436111111
PI,2207793,Pau D'Arco do Piauí,
PI,2207801,Paulistana,41.1497222222
PI,2207850,Pavussu,43.2225
PI,2207900,Pedro II,41.4586111111
PI,2207934,Pedro Laurentino,42.285
PI,2207959,Nova Santa Rita,42.0522222222
PI,2208007,Picos,41.4669444444
PI,2208106,Pimenteiras,41.4191666667
PI,2208205,Pio IX,40.5791666667
PI,2208304,Piracuruca,41.7091666667
PI,2208403,Piripiri,41.7769444444
PI,2208502,Porto,42.71
PI,2208551,Porto Alegre do Piauí,44.1816666667
PI,2208601,Prata do Piauí,42.2066666667
PI,2208650,Queimada Nova,41.4194444444
PI,2208700,Redenção do Gurguéia,44.5863888889
PI,2208809,Regeneração,42.6883333333
PI,2208858,Riacho Frio,44.9525
PI,2208874,Ribeira do Piauí,42.7127777778
PI,2208908,Ribeiro Gonçalves,45.2422222222
PI,2209005,Rio Grande do Piauí,43.1422222222
PI,2209104,Santa Cruz do Piauí,41.7675
PI,2209153,Santa Cruz dos Milagres,41.9594444444
PI,2209203,Santa Filomena,45.9222222222
PI,2209302,Santa Luz,44.1294444444
PI,2209351,Santana do Piauí,41.5186111111
PI,2209377,Santa Rosa do Piauí,42.2880555556
PI,2209401,Santo Antônio de Lisboa,41.2341666667
PI,2209450,Santo Antônio dos Milagres,42.7097222222
PI,2209500,Santo Inácio do Piauí,41.9108333333
PI,2209559,São Braz do Piauí,43.0102777778
PI,2209609,São Félix do Piauí,42.1138888889
PI,2209658,São Francisco de Assis do Piauí,41.6861111111
PI,2209708,São Francisco do Piauí,42.5433333333
PI,2209757,São Gonçalo do Gurguéia,45.3027777778
PI,2209807,São Gonçalo do Piauí,42.7027777778
PI,2209856,São João da Canabrava,41.3430555556
PI,2209872,São João da Fronteira,41.2575
PI,2209906,São João da Serra,41.8991666667
PI,2209955,São João da Varjota,41.8644444444
PI,2209971,São João do Arraial,42.4461111111
PI,2210003,São João do Piauí,42.2466666667
PI,2210052,São José do Divino,41.8327777778
PI,2210102,São José do Peixe,42.5636111111
PI,2210201,São José do Piauí,41.4752777778
PI,2210300,São Julião,40.8255555556
PI,2210359,São Lourenço do Piauí,42.5447222222
PI,2210375,São Luis do Piauí,41.3238888889
PI,2210383,São Miguel da Baixa Grande,42.1861111111
PI,2210391,São Miguel do Fidalgo,42.37
PI,2210409,São Miguel do Tapuio,41.3233333333
PI,2210508,São Pedro do Piauí,42.7186111111
PI,2210607,São Raimundo Nonato,42.6994444444
PI,2210623,Sebastião Barros,44.8338888889
PI,2210631,Sebastião Leal,44.0638888889
PI,2210656,Sigefredo Pacheco,41.7333333333
PI,2210706,Simões,40.8177777778
PI,2210805,Simplício Mendes,41.9102777778
PI,2210904,Socorro do Piauí,42.4913888889
PI,2210938,Sussuapara,41.3838888889
PI,2210953,Tamboril do Piauí,42.9136111111
PI,2210979,Tanque do Piauí,42.2822222222
PI,2211001,Teresina,42.8019444444
PI,2211100,União,42.8641666667
PI,2211209,Uruçuí,44.5561111111
PI,2211308,Valença do Piauí,41.7455555556
PI,2211357,Várzea Branca,42.9638888889
PI,2211407,Várzea Grande,42.2463888889
PI,2211506,Vera Mendes,41.4827777778
PI,2211605,Vila Nova do Piauí,40.94
PI,2211704,Wall Ferraz,41.91
PR,4100103,Abatiá,50.3125
PR,4100202,Adrianópolis,48.9911111111
PR,4100301,Agudos do Sul,49.3352777778
PR,4100400,Almirante Tamandaré,49.31
PR,4100459,Altamira do Paraná,52.7130555556
PR,4100509,Altônia,53.9016666667
PR,4100608,Alto Paraná,52.3188888889
PR,4100707,Alto Piquiri,53.4405555556
PR,4100806,Alvorada do Sul,51.2311111111
PR,4100905,Amaporã,52.7875
PR,4101002,Ampére,53.4727777778
PR,4101051,Anahy,53.0841666667
PR,4101101,Andirá,50.2288888889
PR,4101150,Ângulo,51.9152777778
PR,4101200,Antonina,48.7119444444
PR,4101309,Antônio Olinto,50.1972222222
PR,4101408,Apucarana,51.4608333333
PR,4101507,Arapongas,51.4244444444
PR,4101606,Arapoti,49.8266666667
PR,4101655,Arapuã,51.7869444444
PR,4101705,Araruna,52.4963888889
PR,4101804,Araucária,49.4102777778
PR,4101853,Ariranha do Ivaí,51.5852777778
PR,4101903,Assaí,50.8413888889
PR,4102000,Assis Chateaubriand,53.5213888889
PR,4102109,Astorga,51.6655555556
PR,4102208,Atalaia,52.0544444444
PR,4102307,Balsa Nova,49.6355555556
PR,4102406,Bandeirantes,50.3675
PR,4102505,Barbosa Ferraz,52.0116666667
PR,4102604,Barracão,53.6333333333
PR,4102703,Barra do Jacaré,50.1813888889
PR,4102752,Bela Vista da Caroba,53.6647222222
PR,4102802,Bela Vista do Paraíso,51.1905555556
PR,4102901,Bituruna,51.5525
PR,4103008,Boa Esperança,52.7886111111
PR,4103024,Boa Esperança do Iguaçu,53.2122222222
PR,4103040,Boa Ventura de São Roque,51.6275
PR,4103057,Boa Vista da Aparecida,53.4080555556
PR,4103107,Bocaiúva do Sul,49.115
PR,4103156,Bom Jesus do Sul,53.5969444444
PR,4103206,Bom Sucesso,51.7644444444
PR,4103222,Bom Sucesso do Sul,52.8341666667
PR,4103305,Borrazópolis,51.5875
PR,4103354,Braganey,53.1216666667
PR,4103370,Brasilândia do Sul,53.5247222222
PR,4103404,Cafeara,51.7161111111
PR,4103453,Cafelândia,53.32
PR,4103479,Cafezal do Sul,53.5125
PR,4103503,Califórnia,51.355
PR,4103602,Cambará,50.0736111111
PR,4103701,Cambé,51.2783333333
PR,4103800,Cambira,51.5783333333
PR,4103909,Campina da Lagoa,52.7988888889
PR,4103958,Campina do Simão,51.8269444444
PR,4104006,Campina Grande do Sul,49.0552777778
PR,4104055,Campo Bonito,52.9925
PR,4104105,Campo do Tenente,49.6827777778
PR,4104204,Campo Largo,49.5283333333
PR,4104253,Campo Magro,49.4513888889
PR,4104303,Campo Mourão,52.3830555556
PR,4104402,Cândido de Abreu,51.3333333333
PR,4104428,Candói,52.0558333333
PR,4104451,Cantagalo,52.1263888889
PR,4104501,Capanema,53.8088888889
PR,4104600,Capitão Leônidas Marques,53.6141666667
PR,4104659,Carambeí,50.0972222222
PR,4104709,Carlópolis,49.7208333333
PR,4104808,Cascavel,53.4552777778
PR,4104907,Castro,50.0119444444
PR,4105003,Catanduvas,53.1566666667
PR,4105102,Centenário do Sul,51.5952777778
PR,4105201,Cerro Azul,49.2611111111
PR,4105300,Céu Azul,53.8486111111
PR,4105409,Chopinzinho,52.5233333333
PR,4105508,Cianorte,52.605
PR,4105607,Cidade Gaúcha,52.9447222222
PR,4105706,Clevelândia,52.4708333333
PR,4105805,Colombo,49.2241666667
PR,4105904,Colorado,51.9730555556
PR,4106001,Congonhinhas,50.5536111111
PR,4106100,Conselheiro Mairinck,50.1686111111
PR,4106209,Contenda,49.5347222222
PR,4106308,Corbélia,53.3066666667
PR,4106407,Cornélio Procópio,50.6466666667
PR,4106456,Coronel Domingos Soares,52.0319444444
PR,4106506,Coronel Vivida,52.5677777778
PR,4106555,Corumbataí do Sul,52.1197222222
PR,4106571,Cruzeiro do Iguaçu,53.1277777778
PR,4106605,Cruzeiro do Oeste,53.0733333333
PR,4106704,Cruzeiro do Sul,52.1605555556
PR,4106803,Cruz Machado,51.3466666667
PR,4106852,Cruzmaltina,51.4591666667
PR,4106902,Curitiba,49.2730555556
PR,4107009,Curiúva,50.4583333333
PR,4107108,Diamante do Norte,52.8597222222
PR,4107124,Diamante do Sul,52.68
PR,4107157,Diamante D'Oeste,54.1033333333
PR,4107207,Dois Vizinhos,53.0572222222
PR,4107256,Douradina,53.2916666667
PR,4107306,Doutor Camargo,52.2180555556
PR,4107405,Enéas Marques,53.1644444444
PR,4107504,Engenheiro Beltrão,52.2691666667
PR,4107520,Esperança Nova,53.8108333333
PR,4107538,Entre Rios do Oeste,54.2341666667
PR,4107546,Espigão Alto do Iguaçu,52.8355555556
PR,4107553,Farol,52.6233333333
PR,4107603,Faxinal,51.3194444444
PR,4107652,Fazenda Rio Grande,49.3080555556
PR,4107702,Fênix,51.9791666667
PR,4107736,Fernandes Pinheiro,50.5475
PR,4107751,Figueira,50.4030555556
PR,4107801,Floraí,52.3036111111
PR,4107850,Flor da Serra do Sul,53.3036111111
PR,4107900,Floresta,52.0811111111
PR,4108007,Florestópolis,51.3872222222
PR,4108106,Flórida,51.9536111111
PR,4108205,Formosa do Oeste,53.3125
PR,4108304,Foz do Iguaçu,54.5880555556
PR,4108320,Francisco Alves,53.8477777778
PR,4108403,Francisco Beltrão,53.055
PR,4108452,Foz do Jordão,52.1027777778
PR,4108502,General Carneiro,51.3155555556
PR,4108551,Godoy Moreira,51.9241666667
PR,4108601,Goioerê,53.0275
PR,4108650,Goioxim,51.9925
PR,4108700,Grandes Rios,51.5063888889
PR,4108809,Guaíra,54.2558333333
PR,4108908,Guairaçá,52.6855555556
PR,4108957,Guamiranga,50.8047222222
PR,4109005,Guapirama,50.0397222222
PR,4109104,Guaporema,52.7786111111
PR,4109203,Guaraci,51.6497222222
PR,4109302,Guaraniaçu,52.8780555556
PR,4109401,Guarapuava,51.4580555556
PR,4109500,Guaraqueçaba,48.3288888889
PR,4109609,Guaratuba,48.5747222222
PR,4109658,Honório Serpa,52.3869444444
PR,4109708,Ibaiti,50.1877777778
PR,4109757,Ibema,53.0122222222
PR,4109807,Ibiporã,51.0480555556
PR,4109906,Icaraíma,53.6138888889
PR,4110003,Iguaraçu,51.8275
PR,4110052,Iguatu,53.1347222222
PR,4110078,Imbaú,50.7608333333
PR,4110102,Imbituva,50.6044444444
PR,4110201,Inácio Martins,51.0788888889
PR,4110300,Inajá,52.1980555556
PR,4110409,Indianópolis,52.6961111111
PR,4110508,Ipiranga,50.5841666667
PR,4110607,Iporã,53.7041666667
PR,4110656,Iracema do Oeste,53.3547222222
PR,4110706,Irati,50.6511111111
PR,4110805,Iretama,52.1058333333
PR,4110904,Itaguajé,51.9661111111
PR,4110953,Itaipulândia,54.3022222222
PR,4111001,Itambaracá,50.4063888889
PR,4111100,Itambé,51.9902777778
PR,4111209,Itapejara d'Oeste,52.8163888889
PR,4111258,Itaperuçu,49.3477777778
PR,4111308,Itaúna do Sul,52.8872222222
PR,4111407,Ivaí,50.8588888889
PR,4111506,Ivaiporã,51.6847222222
PR,4111555,Ivaté,53.3691666667
PR,4111605,Ivatuba,52.2213888889
PR,4111704,Jaboti,50.0758333333
PR,4111803,Jacarezinho,49.9694444444
PR,4111902,Jaguapitã,51.5319444444
PR,4112009,Jaguariaíva,49.7058333333
PR,4112108,Jandaia do Sul,51.6433333333
PR,4112207,Janiópolis,52.7816666667
PR,4112306,Japira,50.1386111111
PR,4112405,Japurá,52.5533333333
PR,4112504,Jardim Alegre,51.6922222222
PR,4112603,Jardim Olinda,52.0363888889
PR,4112702,Jataizinho,50.98
PR,4112751,Jesuítas,53.3875
PR,4112801,Joaquim Távora,49.9047222222
PR,4112900,Jundiaí do Sul,50.2475
PR,4112959,Juranda,52.8430555556
PR,4113007,Jussara,52.4694444444
PR,4113106,Kaloré,51.6680555556
PR,4113205,Lapa,49.7158333333
PR,4113254,Laranjal,52.4694444444
PR,4113304,Laranjeiras do Sul,52.4161111111
PR,4113403,Leópolis,50.7511111111
PR,4113429,Lidianópolis,51.6525
PR,4113452,Lindoeste,53.5761111111
PR,4113502,Loanda,53.1372222222
PR,4113601,Lobato,51.9505555556
PR,4113700,Londrina,51.1627777778
PR,4113734,Luiziana,52.2758333333
PR,4113759,Lunardelli,51.7375
PR,4113809,Lupionópolis,51.6572222222
PR,4113908,Mallet,50.8211111111
PR,4114005,Mamborê,52.53
PR,4114104,Mandaguaçu,52.0952777778
PR,4114203,Mandaguari,51.6708333333
PR,4114302,Mandirituba,49.3261111111
PR,4114351,Manfrinópolis,53.3108333333
PR,4114401,Mangueirinha,52.1755555556
PR,4114500,Manoel Ribas,51.6677777778
PR,4114609,Marechal Cândido Rondon,54.0566666667
PR,4114708,Maria Helena,53.205
PR,4114807,Marialva,51.7916666667
PR,4114906,Marilândia do Sul,51.3077777778
PR,4115002,Marilena,53.04
PR,4115101,Mariluz,53.1461111111
PR,4115200,Maringá,51.9386111111
PR,4115309,Mariópolis,52.5586111111
PR,4115358,Maripá,53.83
PR,4115408,Marmeleiro,53.0261111111
PR,4115457,Marquinho,52.2541666667
PR,4115507,Marumbi,51.6394444444
PR,4115606,Matelândia,53.9963888889
PR,4115705,Matinhos,48.5427777778
PR,4115739,Mato Rico,52.1461111111
PR,4115754,Mauá da Serra,51.2294444444
PR,4115804,Medianeira,54.0938888889
PR,4115853,Mercedes,54.1616666667
PR,4115903,Mirador,52.7763888889
PR,4116000,Miraselva,51.4847222222
PR,4116059,Missal,54.2475
PR,4116109,Moreira Sales,53.0069444444
PR,4116208,Morretes,48.8344444444
PR,4116307,Munhoz de Melo,51.7738888889
PR,4116406,Nossa Senhora das Graças,51.7944444444
PR,4116505,Nova Aliança do Ivaí,52.6019444444
